ticker,sector,forecast_return,vol_weight,return_weight,final_weight,allocation_inr
RELIANCE.NS,Energy,-0.008675867676450058,0.15972644153898477,3.697179045728571e-05,0.07988170666472104,79881.70666472104
HDFCBANK.NS,Banking,0.027042648697331036,0.1553063278065503,0.9998521128381707,0.5775792203223605,577579.2203223605
TATASTEEL.NS,Metals,-0.017722606108836175,0.27870313230211086,3.697179045728571e-05,0.1393700520462841,139370.0520462841
APOLLOHOSP.NS,Healthcare,-0.011334569967776162,0.25818828740528194,3.697179045728571e-05,0.12911262959786965,129112.62959786964
MARUTI.NS,Auto,-0.004081296534246808,0.14807581094707195,3.697179045728571e-05,0.07405639136876463,74056.39136876463
