Ticker,APOLLOHOSP.NS,HDFCBANK.NS,MARUTI.NS,RELIANCE.NS,TATASTEEL.NS
APOLLOHOSP.NS,1.0,0.2626964074219819,0.2853091834360303,0.2740940389942893,0.27199057764905393
HDFCBANK.NS,0.2626964074219819,1.0,0.4181785037503034,0.44648290279176195,0.38828263186858014
MARUTI.NS,0.2853091834360303,0.4181785037503034,1.0,0.4335807971277113,0.3559234122661581
RELIANCE.NS,0.2740940389942893,0.44648290279176195,0.4335807971277113,1.0,0.42717571002210225
TATASTEEL.NS,0.27199057764905393,0.38828263186858014,0.3559234122661581,0.42717571002210225,1.0
